ACC,Membrane,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome/Vacuole,Golgi apparatus,Peroxisome,Predictive_Entropy,Uncertainty_Level
ENSP00000429225,"mean: 0.570703, var: 0.003935","mean: 0.663867, var: 0.002181","mean: 0.256958, var: 0.004876","mean: 0.033411, var: 0.000146","mean: 0.372412, var: 0.002201","mean: 0.719141, var: 0.010743","mean: 0.029188, var: 0.000357","mean: 0.524902, var: 0.014954","mean: 0.506494, var: 0.012055","mean: 0.673340, var: 0.007191","mean: 0.437805, var: 0.031098",3.073682284554879,High
ENSP00000420452,"mean: 0.197681, var: 0.002244","mean: 0.242383, var: 0.002086","mean: 0.183923, var: 0.002933","mean: 0.824316, var: 0.001208","mean: 0.218091, var: 0.001614","mean: 0.204309, var: 0.008427","mean: 0.015276, var: 0.000384","mean: 0.255249, var: 0.008004","mean: 0.187756, var: 0.004193","mean: 0.288599, var: 0.002726","mean: 0.049298, var: 0.001412",3.024739103576429,High
ENSP00000413666,"mean: 0.208569, var: 0.001173","mean: 0.429883, var: 0.001212","mean: 0.660547, var: 0.001599","mean: 0.106348, var: 0.005502","mean: 0.149731, var: 0.003985","mean: 0.187872, var: 0.008549","mean: 0.015195, var: 0.000227","mean: 0.066949, var: 0.000230","mean: 0.139136, var: 0.001265","mean: 0.132471, var: 0.001052","mean: 0.088138, var: 0.003809",2.801456034059887,High
ENSP00000448029,"mean: 0.743555, var: 0.004587","mean: 0.255786, var: 0.000083","mean: 0.150464, var: 0.000198","mean: 0.230493, var: 0.006399","mean: 0.648926, var: 0.002501","mean: 0.174243, var: 0.001966","mean: 0.007568, var: 0.000033","mean: 0.397803, var: 0.003100","mean: 0.547559, var: 0.010351","mean: 0.442090, var: 0.001700","mean: 0.092261, var: 0.001044",3.091546199592015,High
ENSP00000443578,"mean: 0.232446, var: 0.001611","mean: 0.439795, var: 0.004800","mean: 0.396729, var: 0.003468","mean: 0.228088, var: 0.006353","mean: 0.107031, var: 0.000982","mean: 0.425342, var: 0.010682","mean: 0.021271, var: 0.000490","mean: 0.223633, var: 0.005225","mean: 0.087091, var: 0.003098","mean: 0.222021, var: 0.004663","mean: 0.052624, var: 0.004228",3.1256223802023806,High
ENSP00000362691,"mean: 0.174072, var: 0.002815","mean: 0.549072, var: 0.005085","mean: 0.477832, var: 0.022912","mean: 0.071478, var: 0.001061","mean: 0.141797, var: 0.006277","mean: 0.203235, var: 0.003979","mean: 0.050043, var: 0.000699","mean: 0.149536, var: 0.004921","mean: 0.275708, var: 0.010560","mean: 0.159155, var: 0.004267","mean: 0.121951, var: 0.002769",3.114144405166796,High
ENSP00000499274,"mean: 0.175269, var: 0.000472","mean: 0.406348, var: 0.002357","mean: 0.589063, var: 0.003488","mean: 0.281299, var: 0.011229","mean: 0.110095, var: 0.001066","mean: 0.302612, var: 0.010410","mean: 0.184290, var: 0.010865","mean: 0.301709, var: 0.004923","mean: 0.139233, var: 0.000811","mean: 0.361890, var: 0.008817","mean: 0.050719, var: 0.005671",3.4110842650712687,High
ENSP00000453021,"mean: 0.400000, var: 0.008463","mean: 0.614844, var: 0.002797","mean: 0.318604, var: 0.000471","mean: 0.098730, var: 0.002504","mean: 0.429102, var: 0.004377","mean: 0.258813, var: 0.003935","mean: 0.013082, var: 0.000042","mean: 0.175537, var: 0.001527","mean: 0.285425, var: 0.005542","mean: 0.177307, var: 0.001796","mean: 0.074243, var: 0.001247",3.191245997447528,High
ENSP00000356374,"mean: 0.170459, var: 0.008326","mean: 0.574951, var: 0.005317","mean: 0.578467, var: 0.010627","mean: 0.039005, var: 0.000543","mean: 0.126990, var: 0.002203","mean: 0.119766, var: 0.003386","mean: 0.076658, var: 0.003469","mean: 0.176697, var: 0.004019","mean: 0.331665, var: 0.006812","mean: 0.349341, var: 0.017639","mean: 0.260562, var: 0.024547",3.1662415107483524,High
ENSP00000507343,"mean: 0.288208, var: 0.002487","mean: 0.639160, var: 0.008599","mean: 0.498584, var: 0.002418","mean: 0.069293, var: 0.002322","mean: 0.173901, var: 0.001038","mean: 0.272559, var: 0.006885","mean: 0.004651, var: 0.000028","mean: 0.308423, var: 0.014687","mean: 0.349170, var: 0.010584","mean: 0.254590, var: 0.000201","mean: 0.123180, var: 0.010754",3.196539521635426,High
ENSP00000415689,"mean: 0.131030, var: 0.000441","mean: 0.548877, var: 0.010084","mean: 0.550684, var: 0.004312","mean: 0.179675, var: 0.003120","mean: 0.124158, var: 0.001433","mean: 0.130988, var: 0.002734","mean: 0.037071, var: 0.001259","mean: 0.135498, var: 0.002296","mean: 0.172510, var: 0.006202","mean: 0.319482, var: 0.005718","mean: 0.027396, var: 0.000786",2.9170238708922236,High
ENSP00000357919,"mean: 0.228406, var: 0.006106","mean: 0.268896, var: 0.001900","mean: 0.230847, var: 0.011910","mean: 0.098691, var: 0.006773","mean: 0.048361, var: 0.001093","mean: 0.424268, var: 0.012083","mean: 0.198807, var: 0.022470","mean: 0.587500, var: 0.007058","mean: 0.228125, var: 0.000457","mean: 0.283032, var: 0.039178","mean: 0.801172, var: 0.012726",3.273284098790815,High
ENSP00000430243,"mean: 0.150989, var: 0.002663","mean: 0.647656, var: 0.008986","mean: 0.562939, var: 0.006184","mean: 0.127930, var: 0.000972","mean: 0.061682, var: 0.000312","mean: 0.270081, var: 0.009975","mean: 0.096866, var: 0.003912","mean: 0.212598, var: 0.006002","mean: 0.153931, var: 0.003686","mean: 0.260584, var: 0.011724","mean: 0.130174, var: 0.012335",3.1378779758306354,High
ENSP00000343717,"mean: 0.297070, var: 0.001697","mean: 0.509814, var: 0.006368","mean: 0.298071, var: 0.012310","mean: 0.222229, var: 0.010168","mean: 0.112976, var: 0.000489","mean: 0.556543, var: 0.011601","mean: 0.125912, var: 0.006997","mean: 0.292627, var: 0.012306","mean: 0.290405, var: 0.004976","mean: 0.372803, var: 0.001250","mean: 0.621338, var: 0.032577",3.614691856658751,High
ENSP00000401085,"mean: 0.280371, var: 0.012927","mean: 0.734766, var: 0.006865","mean: 0.427051, var: 0.003323","mean: 0.128072, var: 0.006367","mean: 0.361377, var: 0.014626","mean: 0.340796, var: 0.016010","mean: 0.008434, var: 0.000055","mean: 0.151721, var: 0.005057","mean: 0.130974, var: 0.005202","mean: 0.152441, var: 0.001270","mean: 0.212311, var: 0.028497",3.152606939608706,High
ENSP00000363055,"mean: 0.144116, var: 0.001222","mean: 0.605469, var: 0.007123","mean: 0.438574, var: 0.001376","mean: 0.154334, var: 0.006574","mean: 0.154749, var: 0.001074","mean: 0.366553, var: 0.003550","mean: 0.003459, var: 0.000014","mean: 0.143225, var: 0.000488","mean: 0.179980, var: 0.001194","mean: 0.196606, var: 0.003842","mean: 0.058761, var: 0.003509",2.982398745414462,High
ENSP00000463927,"mean: 0.755762, var: 0.006371","mean: 0.214185, var: 0.000400","mean: 0.124524, var: 0.000016","mean: 0.304297, var: 0.015363","mean: 0.778516, var: 0.013118","mean: 0.107098, var: 0.001480","mean: 0.008156, var: 0.000032","mean: 0.303174, var: 0.001212","mean: 0.260010, var: 0.001723","mean: 0.304419, var: 0.003308","mean: 0.052167, var: 0.000790",2.86471346075892,High
ENSP00000225576,"mean: 0.617188, var: 0.006165","mean: 0.263452, var: 0.001216","mean: 0.313623, var: 0.000883","mean: 0.083557, var: 0.002619","mean: 0.184204, var: 0.000059","mean: 0.261133, var: 0.002630","mean: 0.064564, var: 0.002826","mean: 0.554541, var: 0.005841","mean: 0.287793, var: 0.005242","mean: 0.517236, var: 0.007791","mean: 0.120532, var: 0.004740",3.340925905794557,High
ENSP00000264468,"mean: 0.312842, var: 0.003109","mean: 0.245435, var: 0.002351","mean: 0.160278, var: 0.003520","mean: 0.715234, var: 0.005437","mean: 0.368555, var: 0.004713","mean: 0.109253, var: 0.001978","mean: 0.015602, var: 0.000034","mean: 0.276294, var: 0.007024","mean: 0.169702, var: 0.001103","mean: 0.242383, var: 0.000936","mean: 0.018774, var: 0.000404",2.9906872254790193,High
ENSP00000504884,"mean: 0.289258, var: 0.004930","mean: 0.694141, var: 0.004239","mean: 0.441895, var: 0.003333","mean: 0.115460, var: 0.002562","mean: 0.299658, var: 0.005040","mean: 0.196985, var: 0.004270","mean: 0.003893, var: 0.000020","mean: 0.208545, var: 0.003288","mean: 0.379395, var: 0.001800","mean: 0.410400, var: 0.005878","mean: 0.060556, var: 0.002425",3.155057312310568,High
ENSP00000480322,"mean: 0.753418, var: 0.003593","mean: 0.105530, var: 0.000168","mean: 0.094495, var: 0.001432","mean: 0.357324, var: 0.013341","mean: 0.644922, var: 0.003899","mean: 0.223901, var: 0.002188","mean: 0.031900, var: 0.000123","mean: 0.128430, var: 0.000664","mean: 0.332153, var: 0.004753","mean: 0.142493, var: 0.003609","mean: 0.086423, var: 0.002582",2.8880694901564525,High
ENSP00000494695,"mean: 0.121399, var: 0.000077","mean: 0.389404, var: 0.004087","mean: 0.723047, var: 0.005112","mean: 0.158136, var: 0.006877","mean: 0.086938, var: 0.000147","mean: 0.408350, var: 0.002975","mean: 0.077481, var: 0.002437","mean: 0.144385, var: 0.000536","mean: 0.226257, var: 0.016074","mean: 0.160547, var: 0.003989","mean: 0.100481, var: 0.005792",3.065842638572037,High
ENSP00000361338,"mean: 0.826367, var: 0.004951","mean: 0.142749, var: 0.000220","mean: 0.102356, var: 0.000148","mean: 0.104434, var: 0.005455","mean: 0.447314, var: 0.011505","mean: 0.251001, var: 0.007396","mean: 0.036188, var: 0.000465","mean: 0.643359, var: 0.010711","mean: 0.173169, var: 0.003381","mean: 0.367041, var: 0.001380","mean: 0.072001, var: 0.003360",2.8763745436299435,High
ENSP00000357932,"mean: 0.203149, var: 0.000277","mean: 0.643750, var: 0.009239","mean: 0.445850, var: 0.005376","mean: 0.091931, var: 0.003266","mean: 0.175049, var: 0.000862","mean: 0.355176, var: 0.007670","mean: 0.031389, var: 0.000746","mean: 0.110229, var: 0.000829","mean: 0.271875, var: 0.003623","mean: 0.291504, var: 0.006806","mean: 0.109940, var: 0.005447",3.167472549783999,High
ENSP00000309973,"mean: 0.167944, var: 0.000743","mean: 0.535840, var: 0.003257","mean: 0.515674, var: 0.002793","mean: 0.235913, var: 0.007059","mean: 0.173657, var: 0.001180","mean: 0.223193, var: 0.007142","mean: 0.118958, var: 0.009658","mean: 0.183118, var: 0.002902","mean: 0.107007, var: 0.000170","mean: 0.134546, var: 0.000595","mean: 0.098776, var: 0.005090",3.256752259867064,High
ENSP00000307508,"mean: 0.509131, var: 0.015246","mean: 0.546777, var: 0.003194","mean: 0.386084, var: 0.002879","mean: 0.063193, var: 0.001805","mean: 0.500830, var: 0.007498","mean: 0.076547, var: 0.002145","mean: 0.030396, var: 0.000212","mean: 0.233704, var: 0.004815","mean: 0.203113, var: 0.004542","mean: 0.253882, var: 0.014093","mean: 0.041725, var: 0.002808",3.0090372274053028,High
ENSP00000280056,"mean: 0.297021, var: 0.001594","mean: 0.469971, var: 0.008715","mean: 0.480908, var: 0.003331","mean: 0.256592, var: 0.005595","mean: 0.110168, var: 0.000888","mean: 0.547510, var: 0.004724","mean: 0.066354, var: 0.002612","mean: 0.214343, var: 0.005078","mean: 0.120984, var: 0.002278","mean: 0.177222, var: 0.005962","mean: 0.301971, var: 0.021772",3.423245903002533,High
ENSP00000436775,"mean: 0.214502, var: 0.000962","mean: 0.530371, var: 0.005099","mean: 0.497119, var: 0.001892","mean: 0.102563, var: 0.003680","mean: 0.205786, var: 0.002880","mean: 0.480127, var: 0.005749","mean: 0.018189, var: 0.000235","mean: 0.240601, var: 0.003857","mean: 0.233447, var: 0.002671","mean: 0.156653, var: 0.001353","mean: 0.253439, var: 0.020299",3.3187137121592496,High
ENSP00000407970,"mean: 0.195972, var: 0.003282","mean: 0.618555, var: 0.007416","mean: 0.299756, var: 0.002806","mean: 0.159262, var: 0.005804","mean: 0.228540, var: 0.006188","mean: 0.469141, var: 0.019526","mean: 0.022126, var: 0.000774","mean: 0.313550, var: 0.023334","mean: 0.180225, var: 0.003995","mean: 0.214111, var: 0.012616","mean: 0.629980, var: 0.028772",3.3405642623125544,High
ENSP00000497159,"mean: 0.097034, var: 0.001583","mean: 0.414648, var: 0.006724","mean: 0.511768, var: 0.005097","mean: 0.176208, var: 0.009150","mean: 0.044653, var: 0.000483","mean: 0.331494, var: 0.013991","mean: 0.070546, var: 0.006026","mean: 0.176392, var: 0.002071","mean: 0.107007, var: 0.002005","mean: 0.289526, var: 0.007932","mean: 0.105783, var: 0.005016",3.0736943200693636,High
ENSP00000427754,"mean: 0.402002, var: 0.005535","mean: 0.608643, var: 0.005699","mean: 0.386377, var: 0.007136","mean: 0.113406, var: 0.005358","mean: 0.321973, var: 0.002556","mean: 0.435840, var: 0.002887","mean: 0.016357, var: 0.000295","mean: 0.171899, var: 0.004360","mean: 0.399438, var: 0.022473","mean: 0.258325, var: 0.001493","mean: 0.028617, var: 0.000321",3.197555656570181,High
ENSP00000309023,"mean: 0.621729, var: 0.016875","mean: 0.406543, var: 0.000330","mean: 0.398779, var: 0.001935","mean: 0.027576, var: 0.000254","mean: 0.574463, var: 0.028421","mean: 0.261621, var: 0.002586","mean: 0.040004, var: 0.000774","mean: 0.113831, var: 0.000923","mean: 0.425244, var: 0.009173","mean: 0.434180, var: 0.008751","mean: 0.153577, var: 0.002894",3.185976212529206,High
ENSP00000484054,"mean: 0.336719, var: 0.001482","mean: 0.697656, var: 0.002187","mean: 0.204895, var: 0.003440","mean: 0.115564, var: 0.001532","mean: 0.272754, var: 0.005443","mean: 0.159851, var: 0.003579","mean: 0.010534, var: 0.000153","mean: 0.170947, var: 0.001240","mean: 0.404980, var: 0.003703","mean: 0.615820, var: 0.003786","mean: 0.024648, var: 0.000379",2.94515012639255,High
ENSP00000411565,"mean: 0.305908, var: 0.000950","mean: 0.416992, var: 0.010220","mean: 0.546191, var: 0.003515","mean: 0.221777, var: 0.003884","mean: 0.127466, var: 0.002049","mean: 0.495605, var: 0.003992","mean: 0.088246, var: 0.002510","mean: 0.161700, var: 0.004754","mean: 0.087946, var: 0.000963","mean: 0.170129, var: 0.004203","mean: 0.248212, var: 0.016446",3.3717471349434565,High
ENSP00000366235,"mean: 0.228955, var: 0.002001","mean: 0.564746, var: 0.011503","mean: 0.399414, var: 0.001184","mean: 0.092236, var: 0.002997","mean: 0.157092, var: 0.000742","mean: 0.262305, var: 0.010774","mean: 0.011164, var: 0.000061","mean: 0.190393, var: 0.002436","mean: 0.290918, var: 0.001800","mean: 0.225659, var: 0.008682","mean: 0.100528, var: 0.002963",3.1804852956129577,High
ENSP00000434982,"mean: 0.227954, var: 0.000658","mean: 0.656250, var: 0.001940","mean: 0.572217, var: 0.013797","mean: 0.015247, var: 0.000149","mean: 0.299951, var: 0.001461","mean: 0.190833, var: 0.017157","mean: 0.019666, var: 0.000232","mean: 0.413379, var: 0.005130","mean: 0.169934, var: 0.004791","mean: 0.181018, var: 0.013950","mean: 0.167957, var: 0.047028",3.0266150987613454,High
ENSP00000448952,"mean: 0.273462, var: 0.002891","mean: 0.729590, var: 0.005391","mean: 0.341333, var: 0.003224","mean: 0.150977, var: 0.002588","mean: 0.259619, var: 0.006225","mean: 0.148828, var: 0.002054","mean: 0.006637, var: 0.000040","mean: 0.108142, var: 0.001558","mean: 0.368994, var: 0.008952","mean: 0.254565, var: 0.003468","mean: 0.038540, var: 0.000911",2.986034298214068,High
ENSP00000331268,"mean: 0.198145, var: 0.001264","mean: 0.649023, var: 0.001175","mean: 0.541602, var: 0.006333","mean: 0.069714, var: 0.000496","mean: 0.253540, var: 0.001457","mean: 0.186731, var: 0.002951","mean: 0.054431, var: 0.001881","mean: 0.128284, var: 0.002133","mean: 0.140588, var: 0.004063","mean: 0.194263, var: 0.003861","mean: 0.041899, var: 0.002855",2.9293018731864318,High
ENSP00000281703,"mean: 0.238452, var: 0.008463","mean: 0.655078, var: 0.005380","mean: 0.400439, var: 0.008780","mean: 0.335620, var: 0.015674","mean: 0.185083, var: 0.002662","mean: 0.356250, var: 0.005860","mean: 0.073428, var: 0.000816","mean: 0.231958, var: 0.003482","mean: 0.181067, var: 0.002020","mean: 0.260742, var: 0.009544","mean: 0.059758, var: 0.003894",3.390735928125336,High
ENSP00000501353,"mean: 0.177747, var: 0.001097","mean: 0.588867, var: 0.002867","mean: 0.491748, var: 0.009450","mean: 0.067706, var: 0.001987","mean: 0.162720, var: 0.001064","mean: 0.175684, var: 0.002523","mean: 0.005814, var: 0.000044","mean: 0.117444, var: 0.001817","mean: 0.139966, var: 0.002803","mean: 0.195776, var: 0.001214","mean: 0.076489, var: 0.000769",2.823779385578975,High
ENSP00000428838,"mean: 0.186670, var: 0.000761","mean: 0.551758, var: 0.003370","mean: 0.727539, var: 0.001376","mean: 0.129968, var: 0.000403","mean: 0.154114, var: 0.001237","mean: 0.115332, var: 0.001328","mean: 0.059782, var: 0.003685","mean: 0.140906, var: 0.000668","mean: 0.143445, var: 0.000589","mean: 0.166809, var: 0.004076","mean: 0.050314, var: 0.004648",2.847569712052553,High
ENSP00000349709,"mean: 0.581787, var: 0.008716","mean: 0.285083, var: 0.000696","mean: 0.144336, var: 0.000146","mean: 0.399121, var: 0.010969","mean: 0.622363, var: 0.003626","mean: 0.157739, var: 0.001168","mean: 0.003943, var: 0.000011","mean: 0.473145, var: 0.002385","mean: 0.349829, var: 0.004674","mean: 0.241577, var: 0.002447","mean: 0.051840, var: 0.000644",3.1452624838136565,High
ENSP00000166139,"mean: 0.259790, var: 0.002943","mean: 0.242163, var: 0.000299","mean: 0.122021, var: 0.000267","mean: 0.902637, var: 0.000343","mean: 0.306567, var: 0.003771","mean: 0.209375, var: 0.006705","mean: 0.007179, var: 0.000026","mean: 0.239697, var: 0.000370","mean: 0.380518, var: 0.007058","mean: 0.377051, var: 0.011831","mean: 0.024049, var: 0.000176",2.9354715921958525,High
ENSP00000476193,"mean: 0.323926, var: 0.018042","mean: 0.672461, var: 0.002725","mean: 0.164429, var: 0.000296","mean: 0.383203, var: 0.018342","mean: 0.247253, var: 0.025852","mean: 0.454883, var: 0.005387","mean: 0.099152, var: 0.006001","mean: 0.347119, var: 0.010307","mean: 0.289429, var: 0.010149","mean: 0.259668, var: 0.002854","mean: 0.110635, var: 0.011506",3.549171618012273,High
ENSP00000467433,"mean: 0.313672, var: 0.013112","mean: 0.572021, var: 0.015045","mean: 0.370483, var: 0.013952","mean: 0.047059, var: 0.001480","mean: 0.504858, var: 0.066338","mean: 0.258350, var: 0.013672","mean: 0.021039, var: 0.001040","mean: 0.071188, var: 0.001865","mean: 0.162817, var: 0.005213","mean: 0.120935, var: 0.007127","mean: 0.082613, var: 0.004613",2.9159753174761938,High
ENSP00000417520,"mean: 0.192773, var: 0.001264","mean: 0.176733, var: 0.002293","mean: 0.109277, var: 0.001193","mean: 0.755566, var: 0.005582","mean: 0.236670, var: 0.002025","mean: 0.151526, var: 0.004484","mean: 0.020412, var: 0.000057","mean: 0.506689, var: 0.015874","mean: 0.310059, var: 0.004715","mean: 0.291064, var: 0.001064","mean: 0.008910, var: 0.000062",2.892627714933811,High
ENSP00000375397,"mean: 0.185229, var: 0.001094","mean: 0.481299, var: 0.000491","mean: 0.611328, var: 0.002970","mean: 0.128113, var: 0.002825","mean: 0.201782, var: 0.001539","mean: 0.277417, var: 0.003823","mean: 0.017439, var: 0.000325","mean: 0.162329, var: 0.000438","mean: 0.129419, var: 0.000363","mean: 0.133533, var: 0.000986","mean: 0.052933, var: 0.001634",2.961844608213375,High
ENSP00000497242,"mean: 0.120642, var: 0.001257","mean: 0.460156, var: 0.004628","mean: 0.369531, var: 0.002357","mean: 0.733594, var: 0.006322","mean: 0.190967, var: 0.002217","mean: 0.306714, var: 0.006658","mean: 0.059829, var: 0.004449","mean: 0.113031, var: 0.002913","mean: 0.091376, var: 0.001601","mean: 0.125269, var: 0.002141","mean: 0.097308, var: 0.003749",3.006611291813969,High
ENSP00000259699,"mean: 0.677246, var: 0.006385","mean: 0.273242, var: 0.000389","mean: 0.104883, var: 0.000026","mean: 0.378955, var: 0.014650","mean: 0.744531, var: 0.006955","mean: 0.136963, var: 0.001844","mean: 0.004780, var: 0.000011","mean: 0.364502, var: 0.001676","mean: 0.438135, var: 0.009850","mean: 0.297314, var: 0.004731","mean: 0.075403, var: 0.000607",3.0250902342777928,High
