Cell membrane,Cytoplasm,Endoplasmic reticulum,Extracellular,Golgi apparatus,Lysosome/Vacuole,Membrane,Mitochondrion,Nucleus,Peroxisome,Plastid,predicted_label,true_label
,"(0.48193359, 0.58300781, 0.58691406, 0.63330078, 0.64257812) mean: 0.58554687, var: 0.00325541",,,,,,,"(0.77929688, 0.88232422, 0.74511719, 0.73876953, 0.75244141) mean: 0.77958985, var: 0.00282923",,,"Cytoplasm, Nucleus",Nucleus
"(0.59277344, 0.76464844, 0.69531250, 0.71826172, 0.67187500) mean: 0.68857422, var: 0.00323414",,,,,,"(0.64453125, 0.70556641, 0.68212891, 0.63378906, 0.63085938) mean: 0.65937500, var: 0.00086790",,,,,"Membrane, Cell membrane","Cytoplasm, Cell membrane"
,,,"(0.89306641, 0.85302734, 0.88183594, 0.84716797, 0.90087891) mean: 0.87519531, var: 0.00046001",,,,,,,,Extracellular,Nucleus
,"(0.73681641, 0.67919922, 0.70849609, 0.76171875, 0.62255859) mean: 0.70175781, var: 0.00233025",,,,,,,,,,Cytoplasm,Cytoplasm
"(0.61230469, 0.54199219, 0.43383789, 0.88671875, 0.35131836) mean: 0.56523438, var: 0.03382662","(0.59033203, 0.61816406, 0.54443359, 0.79980469, 0.75390625) mean: 0.66132812, var: 0.00966288",,,,,,,,,,"Cytoplasm, Cell membrane",Nucleus
,,,"(0.70751953, 0.64990234, 0.79931641, 0.59570312, 0.60937500) mean: 0.67236328, var: 0.00554037",,,,,,,,Extracellular,"Nucleus, Golgi apparatus"
,,,,,,,,"(0.85009766, 0.81640625, 0.81445312, 0.92871094, 0.87207031) mean: 0.85634766, var: 0.00177464",,,Nucleus,Nucleus
,"(0.46313477, 0.49584961, 0.47534180, 0.46704102, 0.53955078) mean: 0.48818360, var: 0.00078734",,,,,,,"(0.69775391, 0.68017578, 0.61523438, 0.68750000, 0.67382812) mean: 0.67089844, var: 0.00083799",,,"Cytoplasm, Nucleus",Nucleus
,"(0.49121094, 0.44555664, 0.48364258, 0.52490234, 0.53662109) mean: 0.49638672, var: 0.00104097",,,,,,,,,,Cytoplasm,Mitochondrion
,,,,,,,,"(0.83544922, 0.87646484, 0.83886719, 0.84814453, 0.78808594) mean: 0.83740234, var: 0.00081587",,,Nucleus,Nucleus
"(0.79589844, 0.79882812, 0.80322266, 0.81835938, 0.75830078) mean: 0.79492188, var: 0.00039511",,,,,,"(0.75146484, 0.72753906, 0.74169922, 0.73046875, 0.73974609) mean: 0.73818359, var: 0.00007280",,,,,"Membrane, Cell membrane",Cell membrane
,,,,,,,,"(0.83007812, 0.85839844, 0.86572266, 0.79541016, 0.85693359) mean: 0.84130859, var: 0.00067301",,,Nucleus,Nucleus
"(0.77490234, 0.81005859, 0.79589844, 0.84814453, 0.81152344) mean: 0.80810547, var: 0.00057402",,,,,,"(0.86669922, 0.82568359, 0.87158203, 0.86230469, 0.88574219) mean: 0.86240234, var: 0.00039915",,,,,"Membrane, Cell membrane",Cell membrane
,,,"(0.88427734, 0.61621094, 0.64599609, 0.60791016, 0.80273438) mean: 0.71142578, var: 0.01245546",,,,,,,,Extracellular,Nucleus
,"(0.48339844, 0.39086914, 0.46850586, 0.59960938, 0.55566406) mean: 0.49960938, var: 0.00523936",,,,,,,,,,Cytoplasm,Cytoplasm
,"(0.49414062, 0.47314453, 0.48950195, 0.48608398, 0.47753906) mean: 0.48408203, var: 0.00005940",,,,,,,,,,Cytoplasm,"Cytoplasm, Nucleus"
,"(0.60400391, 0.62939453, 0.60839844, 0.52832031, 0.54150391) mean: 0.58232422, var: 0.00158964",,,,,,,"(0.85302734, 0.84179688, 0.83007812, 0.85546875, 0.83837891) mean: 0.84375000, var: 0.00008860",,,"Cytoplasm, Nucleus",Nucleus
,,,,,,,,"(0.88964844, 0.90332031, 0.82324219, 0.89794922, 0.85205078) mean: 0.87324219, var: 0.00094667",,,Nucleus,Nucleus
,"(0.58154297, 0.47119141, 0.45385742, 0.64697266, 0.71044922) mean: 0.57280274, var: 0.00979939",,,,,,,,,,Cytoplasm,Golgi apparatus
,"(0.61962891, 0.43530273, 0.59326172, 0.49340820, 0.55810547) mean: 0.53994141, var: 0.00452754",,,,,,,,,,Cytoplasm,"Cytoplasm, Nucleus"
,"(0.75488281, 0.72851562, 0.71386719, 0.69189453, 0.64355469) mean: 0.70654297, var: 0.00141106",,,,,,,"(0.80517578, 0.68603516, 0.77197266, 0.65234375, 0.71191406) mean: 0.72548828, var: 0.00312037",,,"Cytoplasm, Nucleus",Nucleus
,,,,,,,,"(0.93896484, 0.92431641, 0.91308594, 0.90234375, 0.93017578) mean: 0.92177734, var: 0.00016512",,,Nucleus,Nucleus
,,,,,,,,"(0.49780273, 0.38378906, 0.61621094, 0.59863281, 0.68261719) mean: 0.55581055, var: 0.01090364",,,Nucleus,Golgi apparatus
"(0.79638672, 0.80664062, 0.81005859, 0.81298828, 0.74560547) mean: 0.79433594, var: 0.00062508",,,,,"(0.47509766, 0.61181641, 0.52197266, 0.65234375, 0.59375000) mean: 0.57099610, var: 0.00408026","(0.74804688, 0.73046875, 0.73242188, 0.71142578, 0.74121094) mean: 0.73271485, var: 0.00015312",,,,,"Membrane, Cell membrane, Lysosome/Vacuole",Cell membrane
"(0.73046875, 0.82421875, 0.80664062, 0.76904297, 0.81054688) mean: 0.78818359, var: 0.00116734",,,,,"(0.71337891, 0.59716797, 0.51123047, 0.43457031, 0.69287109) mean: 0.58984375, var: 0.01124382","(0.78271484, 0.85839844, 0.81933594, 0.68994141, 0.81103516) mean: 0.79228516, var: 0.00320402",,,,,"Membrane, Cell membrane, Lysosome/Vacuole",Cell membrane
,"(0.33959961, 0.56787109, 0.45361328, 0.56787109, 0.51123047) mean: 0.48803711, var: 0.00730071",,,,,,,,,,Cytoplasm,Cytoplasm
,,,,,"(0.62109375, 0.59667969, 0.64892578, 0.54589844, 0.68017578) mean: 0.61855469, var: 0.00209669","(0.89697266, 0.83007812, 0.88720703, 0.82568359, 0.81250000) mean: 0.85048828, var: 0.00119680",,,,,"Membrane, Lysosome/Vacuole","Nucleus, Golgi apparatus"
,"(0.58642578, 0.60693359, 0.74609375, 0.61718750, 0.48364258) mean: 0.60805664, var: 0.00701713",,,,,"(0.67382812, 0.74511719, 0.30029297, 0.23059082, 0.64404297) mean: 0.51877441, var: 0.04434977",,,,,"Membrane, Cytoplasm",Cytoplasm
,,"(0.66650391, 0.81054688, 0.80859375, 0.76513672, 0.71923828) mean: 0.75400391, var: 0.00303320",,,,"(0.71875000, 0.82714844, 0.84716797, 0.80566406, 0.80908203) mean: 0.80156250, var: 0.00193316",,,,,"Membrane, Endoplasmic reticulum",Nucleus
,,,,,,,"(0.90429688, 0.92187500, 0.85009766, 0.93115234, 0.92919922) mean: 0.90732422, var: 0.00090841",,,,Mitochondrion,Mitochondrion
"(0.50488281, 0.69384766, 0.53564453, 0.66210938, 0.59228516) mean: 0.59775391, var: 0.00517763","(0.70898438, 0.81738281, 0.71289062, 0.77978516, 0.81396484) mean: 0.76660156, var: 0.00224009",,,,,,,,,,"Cytoplasm, Cell membrane","Nucleus, Cell membrane"
,"(0.69482422, 0.67138672, 0.71289062, 0.76416016, 0.58007812) mean: 0.68466797, var: 0.00366682",,,,,,,"(0.55810547, 0.54882812, 0.58984375, 0.44067383, 0.62451172) mean: 0.55239258, var: 0.00382604",,,"Cytoplasm, Nucleus",Nucleus
,"(0.52441406, 0.48925781, 0.51269531, 0.47656250, 0.44677734) mean: 0.48994140, var: 0.00074974",,,,,,,,,,Cytoplasm,"Cytoplasm, Nucleus, Cell membrane"
,"(0.44042969, 0.46118164, 0.49487305, 0.52832031, 0.45825195) mean: 0.47661133, var: 0.00097831",,,,,,,,,,Cytoplasm,Mitochondrion
,,,,,,,,"(0.92968750, 0.94921875, 0.92187500, 0.95507812, 0.93408203) mean: 0.93798828, var: 0.00015240",,,Nucleus,Nucleus
,,,,,,,"(0.90332031, 0.92187500, 0.86083984, 0.91259766, 0.90136719) mean: 0.90000000, var: 0.00043673",,,,Mitochondrion,Mitochondrion
,"(0.65332031, 0.52783203, 0.61914062, 0.54101562, 0.58984375) mean: 0.58623047, var: 0.00221039",,,,,,,"(0.61181641, 0.69384766, 0.61083984, 0.60058594, 0.62841797) mean: 0.62910156, var: 0.00112759",,,"Cytoplasm, Nucleus",Nucleus
,,,,,,"(0.39135742, 0.51904297, 0.42602539, 0.45190430, 0.66113281) mean: 0.48989258, var: 0.00908085",,,,,Membrane,Endoplasmic reticulum
,,,,,,,,,,,nan,Nucleus
,"(0.53173828, 0.58203125, 0.49975586, 0.51220703, 0.57763672) mean: 0.54067383, var: 0.00112823",,,,,,,,,,Cytoplasm,"Nucleus, Mitochondrion"
,,,,,,,,"(0.71435547, 0.73193359, 0.55566406, 0.89306641, 0.72558594) mean: 0.72412109, var: 0.01141577",,,Nucleus,Nucleus
"(0.50097656, 0.67529297, 0.50488281, 0.65185547, 0.57470703) mean: 0.58154297, var: 0.00522947","(0.72265625, 0.81884766, 0.72363281, 0.78662109, 0.80468750) mean: 0.77128906, var: 0.00164972",,,,,,,,,,"Cytoplasm, Cell membrane","Nucleus, Cell membrane"
,,"(0.68310547, 0.72119141, 0.78271484, 0.67822266, 0.62695312) mean: 0.69843750, var: 0.00267483",,"(0.80126953, 0.66357422, 0.61181641, 0.69677734, 0.60986328) mean: 0.67666016, var: 0.00495399",,"(0.93701172, 0.91699219, 0.91113281, 0.94775391, 0.97265625) mean: 0.93710938, var: 0.00049128",,,,,"Membrane, Endoplasmic reticulum, Golgi apparatus","Mitochondrion, Endoplasmic reticulum"
,,,,,,,,"(0.94531250, 0.94677734, 0.84521484, 0.80322266, 0.76123047) mean: 0.86035156, var: 0.00560112",,,Nucleus,Nucleus
,,,,,,,,"(0.97412109, 0.97900391, 0.95019531, 0.98144531, 0.98339844) mean: 0.97363281, var: 0.00014696",,,Nucleus,Nucleus
,,,"(0.77343750, 0.70556641, 0.74023438, 0.74951172, 0.69189453) mean: 0.73212891, var: 0.00087973",,,,,,,,Extracellular,"Cytoplasm, Cell membrane"
,,,,,,"(0.59570312, 0.58935547, 0.53808594, 0.55322266, 0.55029297) mean: 0.56533203, var: 0.00052294",,,,,Membrane,Nucleus
,,,,,,,"(0.97070312, 0.97021484, 0.94726562, 0.97753906, 0.97265625) mean: 0.96767578, var: 0.00011086",,,,Mitochondrion,Mitochondrion
,,,,,,"(0.81250000, 0.82324219, 0.76757812, 0.86425781, 0.81445312) mean: 0.81640625, var: 0.00094795","(0.90039062, 0.86718750, 0.88720703, 0.94091797, 0.92529297) mean: 0.90419922, var: 0.00069326",,,,"Membrane, Mitochondrion",Mitochondrion
,,,,,,,,"(0.84326172, 0.89404297, 0.75683594, 0.91943359, 0.76220703) mean: 0.83515625, var: 0.00441833",,,Nucleus,Nucleus
,,,,,,,,,,,nan,Cell membrane
,,,,,,,,"(0.90039062, 0.96337891, 0.82714844, 0.95605469, 0.87353516) mean: 0.90410156, var: 0.00261656",,,Nucleus,Nucleus
,,,,,,,,"(0.89550781, 0.88867188, 0.89990234, 0.84716797, 0.89062500) mean: 0.88437500, var: 0.00036139",,,Nucleus,Nucleus
,"(0.52001953, 0.61376953, 0.64111328, 0.62646484, 0.79003906) mean: 0.63828125, var: 0.00755295",,,,,,,,,,Cytoplasm,Nucleus
,,,,,,,,"(0.88671875, 0.83935547, 0.83056641, 0.93310547, 0.92041016) mean: 0.88203125, var: 0.00171467",,,Nucleus,Nucleus
,"(0.44897461, 0.41088867, 0.48876953, 0.56445312, 0.46118164) mean: 0.47485351, var: 0.00263398",,,,,,,"(0.61523438, 0.55712891, 0.62695312, 0.54443359, 0.60644531) mean: 0.59003906, var: 0.00108591",,,"Cytoplasm, Nucleus",Nucleus
,,,,,,,,"(0.90429688, 0.93652344, 0.93457031, 0.96337891, 0.92578125) mean: 0.93291016, var: 0.00036274",,,Nucleus,Nucleus
,,,,,,,"(0.94580078, 0.94824219, 0.91845703, 0.93066406, 0.93554688) mean: 0.93574219, var: 0.00011641",,,,Mitochondrion,Mitochondrion
"(0.72070312, 0.88281250, 0.85205078, 0.88720703, 0.89599609) mean: 0.84775390, var: 0.00425467",,,,,"(0.58642578, 0.75927734, 0.62353516, 0.73583984, 0.61914062) mean: 0.66484375, var: 0.00478054","(0.83154297, 0.89550781, 0.85644531, 0.92919922, 0.86962891) mean: 0.87646484, var: 0.00112181",,,,,"Membrane, Cell membrane, Lysosome/Vacuole",Nucleus
,"(0.71093750, 0.68750000, 0.62353516, 0.64355469, 0.73583984) mean: 0.68027344, var: 0.00172953",,,"(0.69433594, 0.84082031, 0.63085938, 0.67529297, 0.65136719) mean: 0.69853516, var: 0.00552155",,,,,,,"Cytoplasm, Golgi apparatus",Nucleus
,"(0.40454102, 0.51074219, 0.53125000, 0.46264648, 0.50781250) mean: 0.48339844, var: 0.00205653",,,,,,,,,,Cytoplasm,Nucleus
,,,,,,,,"(0.89404297, 0.87890625, 0.87939453, 0.87500000, 0.76513672) mean: 0.85849609, var: 0.00222105",,,Nucleus,Nucleus
"(0.77685547, 0.83691406, 0.83007812, 0.79394531, 0.80322266) mean: 0.80820312, var: 0.00050272",,,,,"(0.68701172, 0.60937500, 0.49365234, 0.46191406, 0.69335938) mean: 0.58906250, var: 0.00923086","(0.78173828, 0.85888672, 0.83105469, 0.72363281, 0.81347656) mean: 0.80175781, var: 0.00215273",,,,,"Membrane, Cell membrane, Lysosome/Vacuole",Cell membrane
,"(0.62841797, 0.54248047, 0.59179688, 0.61376953, 0.53515625) mean: 0.58232422, var: 0.00140310",,,,,"(0.44238281, 0.52587891, 0.38916016, 0.52539062, 0.49951172) mean: 0.47646484, var: 0.00283007",,,,,"Membrane, Cytoplasm",Nucleus
,,,,,,,"(0.87402344, 0.88916016, 0.86914062, 0.90087891, 0.88720703) mean: 0.88408203, var: 0.00012842",,,,Mitochondrion,Cytoplasm
,"(0.49414062, 0.62744141, 0.45751953, 0.68945312, 0.43896484) mean: 0.54150390, var: 0.00981703",,,,,,,,,,Cytoplasm,Nucleus
,"(0.44653320, 0.49975586, 0.50439453, 0.49926758, 0.50585938) mean: 0.49116211, var: 0.00050448",,,,,,,"(0.55761719, 0.61767578, 0.65380859, 0.60107422, 0.65087891) mean: 0.61621094, var: 0.00125599",,,"Cytoplasm, Nucleus",Nucleus
,"(0.59326172, 0.62792969, 0.46875000, 0.43164062, 0.58398438) mean: 0.54111328, var: 0.00586304",,,,,,,"(0.69628906, 0.51611328, 0.61621094, 0.75683594, 0.61279297) mean: 0.63964844, var: 0.00669451",,,"Cytoplasm, Nucleus",Nucleus
,"(0.56103516, 0.65136719, 0.59619141, 0.62792969, 0.60742188) mean: 0.60878907, var: 0.00092405",,,,,,,,,,Cytoplasm,Cytoplasm
,"(0.65234375, 0.67871094, 0.63232422, 0.59716797, 0.69921875) mean: 0.65195313, var: 0.00126738",,,"(0.73486328, 0.75830078, 0.63818359, 0.79003906, 0.80175781) mean: 0.74462890, var: 0.00338774",,,,,,,"Cytoplasm, Golgi apparatus",Cytoplasm
,"(0.70898438, 0.75146484, 0.55566406, 0.74267578, 0.65722656) mean: 0.68320312, var: 0.00516047",,,,,,,"(0.58203125, 0.50048828, 0.58251953, 0.41308594, 0.62109375) mean: 0.53984375, var: 0.00556379",,,"Cytoplasm, Nucleus",Cytoplasm
,,,,,,,,"(0.89404297, 0.90966797, 0.91357422, 0.91796875, 0.92919922) mean: 0.91289063, var: 0.00013157",,,Nucleus,Nucleus
,,,,,,,,,,,nan,Cell membrane
"(0.72998047, 0.85156250, 0.79931641, 0.72607422, 0.79589844) mean: 0.78056641, var: 0.00223108",,,,"(0.58642578, 0.62402344, 0.75292969, 0.78466797, 0.69189453) mean: 0.68798828, var: 0.00559721","(0.55859375, 0.48974609, 0.63720703, 0.59765625, 0.57373047) mean: 0.57138672, var: 0.00237135","(0.84423828, 0.87939453, 0.88330078, 0.90478516, 0.86816406) mean: 0.87597656, var: 0.00039272",,,,,"Membrane, Cell membrane, Lysosome/Vacuole, Golgi apparatus",Nucleus
,,,,,,,"(0.86816406, 0.89404297, 0.85107422, 0.91064453, 0.89404297) mean: 0.88359375, var: 0.00044914",,,,Mitochondrion,"Cytoplasm, Mitochondrion"
,,,,,,"(0.89062500, 0.90185547, 0.89599609, 0.95996094, 0.89892578) mean: 0.90947266, var: 0.00065104","(0.93701172, 0.87011719, 0.81396484, 0.92041016, 0.86132812) mean: 0.88056641, var: 0.00193773",,,,"Membrane, Mitochondrion",Peroxisome
,"(0.49414062, 0.55126953, 0.55761719, 0.54882812, 0.60253906) mean: 0.55087890, var: 0.00118755",,,,,,,"(0.86328125, 0.84570312, 0.79931641, 0.86962891, 0.74023438) mean: 0.82363281, var: 0.00234426",,,"Cytoplasm, Nucleus",Nucleus
,,,,,,,,"(0.96484375, 0.97216797, 0.96289062, 0.98095703, 0.97363281) mean: 0.97089844, var: 0.00004221",,,Nucleus,Nucleus
,"(0.69238281, 0.78710938, 0.76562500, 0.76171875, 0.64990234) mean: 0.73134766, var: 0.00267166",,,,,,,"(0.71191406, 0.56591797, 0.81445312, 0.80859375, 0.77441406) mean: 0.73505859, var: 0.00848080",,,"Cytoplasm, Nucleus",Cytoplasm
,,,,,,,,,,,nan,Cytoplasm
,,,,,,,,,,,nan,Cell membrane
,"(0.55126953, 0.57324219, 0.51904297, 0.62011719, 0.47534180) mean: 0.54780274, var: 0.00239326",,,,,,,"(0.62841797, 0.66455078, 0.58935547, 0.50390625, 0.67236328) mean: 0.61171875, var: 0.00377430",,,"Cytoplasm, Nucleus",Nucleus
"(0.77978516, 0.82373047, 0.82568359, 0.78710938, 0.79394531) mean: 0.80205078, var: 0.00036264",,,,,"(0.68750000, 0.59814453, 0.45751953, 0.47119141, 0.63964844) mean: 0.57080078, var: 0.00837221","(0.78662109, 0.83691406, 0.81591797, 0.72167969, 0.78076172) mean: 0.78837891, var: 0.00152479",,,,,"Membrane, Cell membrane, Lysosome/Vacuole",Cell membrane
,"(0.65332031, 0.67871094, 0.67773438, 0.68359375, 0.66113281) mean: 0.67089844, var: 0.00013466",,,,,,,,,,Cytoplasm,"Cytoplasm, Nucleus"
,"(0.45654297, 0.46313477, 0.45166016, 0.56689453, 0.46435547) mean: 0.48051758, var: 0.00188638",,,,,,,"(0.81738281, 0.78320312, 0.84277344, 0.83349609, 0.83105469) mean: 0.82158203, var: 0.00043427",,,"Cytoplasm, Nucleus","Cytoplasm, Nucleus"
,"(0.66796875, 0.68798828, 0.62011719, 0.59033203, 0.72949219) mean: 0.65917969, var: 0.00242338",,,,"(0.67773438, 0.60595703, 0.70019531, 0.67773438, 0.54248047) mean: 0.64082031, var: 0.00342737",,,,,,"Cytoplasm, Lysosome/Vacuole",Cytoplasm
,"(0.50439453, 0.45581055, 0.43774414, 0.45996094, 0.49414062) mean: 0.47041016, var: 0.00062150",,,,,,,,,,Cytoplasm,Mitochondrion
,"(0.55224609, 0.57812500, 0.52734375, 0.59326172, 0.54589844) mean: 0.55937500, var: 0.00055166",,,,,,,,,,Cytoplasm,Cytoplasm
,"(0.53515625, 0.51855469, 0.49487305, 0.47412109, 0.57080078) mean: 0.51870117, var: 0.00110806",,,,,,,"(0.58300781, 0.60058594, 0.70703125, 0.68212891, 0.63964844) mean: 0.64248047, var: 0.00220779",,,"Cytoplasm, Nucleus",Nucleus
,"(0.65380859, 0.61035156, 0.63574219, 0.64648438, 0.65283203) mean: 0.63984375, var: 0.00025888",,,,,,,,,,Cytoplasm,"Cytoplasm, Nucleus"
,"(0.62060547, 0.74267578, 0.69726562, 0.67382812, 0.72070312) mean: 0.69101562, var: 0.00176844",,,,,,,,,,Cytoplasm,Nucleus
"(0.65234375, 0.79931641, 0.75244141, 0.79443359, 0.72363281) mean: 0.74443359, var: 0.00289789",,,,,,"(0.71142578, 0.75927734, 0.74462891, 0.72265625, 0.69677734) mean: 0.72695312, var: 0.00050549",,,,,"Membrane, Cell membrane","Cytoplasm, Cell membrane"
,,,,,,,,"(0.79394531, 0.85449219, 0.86962891, 0.83789062, 0.85888672) mean: 0.84296875, var: 0.00070520",,,Nucleus,Nucleus
,"(0.71093750, 0.74072266, 0.69873047, 0.69433594, 0.73876953) mean: 0.71669922, var: 0.00038408",,,,,,,,,,Cytoplasm,"Cytoplasm, Cell membrane"
,,,,,,"(0.86083984, 0.84326172, 0.84472656, 0.92675781, 0.85791016) mean: 0.86669922, var: 0.00095015","(0.84814453, 0.83691406, 0.69091797, 0.84277344, 0.78564453) mean: 0.80087891, var: 0.00352224",,,,"Membrane, Mitochondrion",Peroxisome
,"(0.45092773, 0.40429688, 0.54150391, 0.50390625, 0.64501953) mean: 0.50913086, var: 0.00678376",,,,,,"(0.70996094, 0.76757812, 0.54980469, 0.73925781, 0.48608398) mean: 0.65053711, var: 0.01245860",,,,"Cytoplasm, Mitochondrion",Cytoplasm
,"(0.54687500, 0.63525391, 0.62060547, 0.65380859, 0.69384766) mean: 0.63007813, var: 0.00233379",,,,,,,,,,Cytoplasm,"Nucleus, Cell membrane"
,"(0.41064453, 0.50488281, 0.42333984, 0.53222656, 0.52490234) mean: 0.47919922, var: 0.00267607",,,,,,,"(0.84033203, 0.79101562, 0.80419922, 0.68505859, 0.78857422) mean: 0.78183594, var: 0.00268349",,,"Cytoplasm, Nucleus",Cytoplasm
,,,,,,,,,,,nan,Mitochondrion
,"(0.63183594, 0.69531250, 0.57910156, 0.72167969, 0.49804688) mean: 0.62519531, var: 0.00651222",,,,,,,,,,Cytoplasm,Cytoplasm
,"(0.58398438, 0.63281250, 0.53125000, 0.52929688, 0.43676758) mean: 0.54282227, var: 0.00427140",,,,,,,"(0.47216797, 0.57568359, 0.56835938, 0.60595703, 0.62890625) mean: 0.57021484, var: 0.00287374",,,"Cytoplasm, Nucleus","Cytoplasm, Nucleus"
,"(0.53222656, 0.54492188, 0.56689453, 0.51367188, 0.59570312) mean: 0.55068359, var: 0.00080666",,,,,,,"(0.57617188, 0.64257812, 0.56591797, 0.54296875, 0.62207031) mean: 0.58994141, var: 0.00135521",,,"Cytoplasm, Nucleus",Nucleus
,"(0.55761719, 0.55126953, 0.55615234, 0.60986328, 0.51074219) mean: 0.55712891, var: 0.00099363",,,,,,,"(0.70947266, 0.63525391, 0.71679688, 0.60400391, 0.62841797) mean: 0.65878907, var: 0.00208229",,,"Cytoplasm, Nucleus",Cytoplasm
,,,,,,,,,,,nan,Nucleus
,"(0.67724609, 0.64843750, 0.62646484, 0.68505859, 0.60449219) mean: 0.64833984, var: 0.00091700",,,,,,,,,,Cytoplasm,"Cytoplasm, Nucleus, Cell membrane"
,"(0.48681641, 0.57617188, 0.54443359, 0.64990234, 0.53710938) mean: 0.55888672, var: 0.00289198",,,,,,"(0.76611328, 0.68017578, 0.72265625, 0.70312500, 0.81738281) mean: 0.73789062, var: 0.00237745",,,,"Cytoplasm, Mitochondrion","Cytoplasm, Nucleus, Endoplasmic reticulum"
,"(0.58398438, 0.57470703, 0.55810547, 0.53466797, 0.62207031) mean: 0.57470703, var: 0.00084162",,,,,,,"(0.63085938, 0.57373047, 0.54785156, 0.54003906, 0.56542969) mean: 0.57158203, var: 0.00102287",,,"Cytoplasm, Nucleus","Cytoplasm, Nucleus"
,,"(0.58349609, 0.57226562, 0.57226562, 0.78222656, 0.75878906) mean: 0.65380859, var: 0.00915089",,,,"(0.83544922, 0.91894531, 0.88525391, 0.93261719, 0.93750000) mean: 0.90195313, var: 0.00143885",,,,,"Membrane, Endoplasmic reticulum",Endoplasmic reticulum
,"(0.79052734, 0.80029297, 0.84863281, 0.83349609, 0.80078125) mean: 0.81474609, var: 0.00049807",,,,,,,,,,Cytoplasm,Nucleus
,"(0.47680664, 0.55859375, 0.53710938, 0.49707031, 0.69921875) mean: 0.55375977, var: 0.00611888",,,,,,,"(0.77197266, 0.82324219, 0.89160156, 0.87011719, 0.82910156) mean: 0.83720703, var: 0.00171162",,,"Cytoplasm, Nucleus",Nucleus
,"(0.46801758, 0.38842773, 0.50341797, 0.43164062, 0.57177734) mean: 0.47265625, var: 0.00391390",,,,,,,"(0.83056641, 0.88134766, 0.89306641, 0.85546875, 0.90917969) mean: 0.87392578, var: 0.00077700",,,"Cytoplasm, Nucleus",Nucleus
,,,,,,,"(0.86328125, 0.89599609, 0.83105469, 0.87597656, 0.90869141) mean: 0.87500000, var: 0.00072908",,,,Mitochondrion,Mitochondrion
,"(0.58837891, 0.60937500, 0.58837891, 0.58886719, 0.59472656) mean: 0.59394531, var: 0.00006529",,,,,,,"(0.59521484, 0.58837891, 0.64013672, 0.60107422, 0.57128906) mean: 0.59921875, var: 0.00051826",,,"Cytoplasm, Nucleus",Cytoplasm
"(0.72949219, 0.81201172, 0.73095703, 0.77929688, 0.74365234) mean: 0.75908203, var: 0.00102297",,,,,,"(0.69189453, 0.78173828, 0.71484375, 0.77148438, 0.76318359) mean: 0.74462891, var: 0.00122213",,,,,"Membrane, Cell membrane",Cell membrane
,"(0.74316406, 0.64501953, 0.63232422, 0.68310547, 0.67480469) mean: 0.67568359, var: 0.00148596",,,,,,,,,,Cytoplasm,Cell membrane
,"(0.55810547, 0.56201172, 0.56542969, 0.52929688, 0.58886719) mean: 0.56074219, var: 0.00036207",,,,,,,,,,Cytoplasm,Cytoplasm
,,"(0.65283203, 0.80908203, 0.60595703, 0.63134766, 0.69042969) mean: 0.67792969, var: 0.00506741",,,,,,,,,Endoplasmic reticulum,Endoplasmic reticulum
,,,,,,,,"(0.84765625, 0.84960938, 0.84716797, 0.90869141, 0.90185547) mean: 0.87099610, var: 0.00078863",,,Nucleus,Nucleus
,"(0.48999023, 0.47802734, 0.59765625, 0.39355469, 0.50927734) mean: 0.49370117, var: 0.00426761",,,,,,,,,,Cytoplasm,"Cytoplasm, Nucleus, Cell membrane"
,,,,,"(0.56005859, 0.56982422, 0.74707031, 0.73339844, 0.74951172) mean: 0.67197266, var: 0.00767683","(0.60644531, 0.61328125, 0.58154297, 0.65429688, 0.59521484) mean: 0.61015625, var: 0.00060278",,,,,"Membrane, Lysosome/Vacuole",Cell membrane
,"(0.64941406, 0.65576172, 0.66357422, 0.68505859, 0.74121094) mean: 0.67900391, var: 0.00111204",,,,,,,"(0.59179688, 0.58789062, 0.56982422, 0.53710938, 0.53466797) mean: 0.56425781, var: 0.00059210",,,"Cytoplasm, Nucleus","Cytoplasm, Nucleus, Cell membrane"
,"(0.56738281, 0.85986328, 0.71728516, 0.76171875, 0.77050781) mean: 0.73535156, var: 0.00919485",,,,,,,"(0.75488281, 0.47241211, 0.52001953, 0.67480469, 0.76464844) mean: 0.63735352, var: 0.01447853",,,"Cytoplasm, Nucleus",Cytoplasm
,,,,,,,,,,,nan,Nucleus
"(0.79345703, 0.79589844, 0.81835938, 0.76220703, 0.74755859) mean: 0.78349609, var: 0.00064264",,,,,,"(0.76367188, 0.80029297, 0.79785156, 0.70214844, 0.71386719) mean: 0.75556641, var: 0.00168930",,,,,"Membrane, Cell membrane",Cell membrane
